Date,Season,HomeTeam,AwayTeam,home_win_probability,draw_probability,away_win_probability,squad_strength_prior_weight,home_squad_strength_score,away_squad_strength_score,squad_strength_diff
2027-02-06,2026/27,Sunderland,Aston Villa,0.42394954268982316,0.2694441794947768,0.3066062778154,0.025,0.5315033133148145,0.6530679997643404,-0.1215646864495259
2027-02-10,2026/27,Aston Villa,Bournemouth,0.4745538660362413,0.2590913101367557,0.26635482382700315,0.025,0.6530679997643404,0.676850904932348,-0.02378290516800763
2027-02-10,2026/27,Coventry,Liverpool,0.14986466007188887,0.22531463122103165,0.6248207087070796,0.025,0.2691907680537146,0.8703170526167026,-0.6011262845629879
2027-02-10,2026/27,Crystal Palace,Brentford,0.3496342246772847,0.2816868711672043,0.36867890415551097,0.025,0.6681914087020531,0.6225140877503055,0.04567732095174759
2027-02-10,2026/27,Everton,Leeds,0.46864062290789443,0.26646946451474934,0.2648899125773563,0.025,0.5837357090144661,0.5032106679166529,0.08052504109781322
2027-02-10,2026/27,Fulham,Nott'm Forest,0.41169950399828137,0.2812196941157629,0.30708080188595566,0.025,0.5004370086606525,0.6847902801698104,-0.1843532715091578
2027-02-10,2026/27,Hull,Sunderland,0.4566227049020839,0.24931017343182488,0.2940671216660913,0.025,0.0,0.5315033133148145,-0.5315033133148145
2027-02-10,2026/27,Ipswich,Arsenal,0.2627676340953397,0.253597996911886,0.4836343689927743,0.025,0.3042436157500667,0.9792194884200927,-0.6749758726700259
2027-02-10,2026/27,Man United,Brighton,0.5898703679727273,0.24192573292266692,0.16820389910460587,0.025,0.7854689788300634,0.6777263169997666,0.1077426618302968
2027-02-10,2026/27,Newcastle,Chelsea,0.4884800936552409,0.25972125444517763,0.25179865189958156,0.025,0.7560965508449361,0.9339182431634738,-0.17782169231853773
2027-02-10,2026/27,Tottenham,Man City,0.16538640423733547,0.23186284066333707,0.6027507550993274,0.025,0.7580903593798862,1.0,-0.24190964062011378
2027-02-20,2026/27,Arsenal,Fulham,0.672869478858496,0.224291905080652,0.10283861606085203,0.025,0.9792194884200927,0.5004370086606525,0.4787824797594401
2027-02-20,2026/27,Bournemouth,Crystal Palace,0.4784553069956072,0.28856860314066946,0.23297608986372345,0.025,0.676850904932348,0.6681914087020531,0.008659496230294939
2027-02-20,2026/27,Brentford,Coventry,0.6294105716942963,0.20984007722204065,0.1607493510836632,0.025,0.6225140877503055,0.2691907680537146,0.35332331969659087
2027-02-20,2026/27,Brighton,Tottenham,0.5940033116342673,0.24874756180711619,0.1572491265586165,0.025,0.6777263169997666,0.7580903593798862,-0.08036404238011963
2027-02-20,2026/27,Chelsea,Ipswich,0.38864160392264313,0.28741576075426717,0.3239426353230897,0.025,0.9339182431634738,0.3042436157500667,0.6296746274134071
2027-02-20,2026/27,Leeds,Aston Villa,0.4147530429571701,0.2756806898075008,0.30956626723532904,0.025,0.5032106679166529,0.6530679997643404,-0.14985733184768746
2027-02-20,2026/27,Liverpool,Hull,0.5022564300058586,0.22727334555126955,0.2704702244428718,0.025,0.8703170526167026,0.0,0.8703170526167026
2027-02-20,2026/27,Man City,Newcastle,0.6838397382544714,0.2124955973740169,0.1036646643715117,0.025,1.0,0.7560965508449361,0.2439034491550639
2027-02-20,2026/27,Nott'm Forest,Man United,0.19563874582256413,0.26836050076890705,0.5360007534085288,0.025,0.6847902801698104,0.7854689788300634,-0.10067869866025303
2027-02-20,2026/27,Sunderland,Everton,0.4462722431374673,0.2734013197095093,0.28032643715302336,0.025,0.5315033133148145,0.5837357090144661,-0.05223239569965166
2027-02-27,2026/27,Aston Villa,Chelsea,0.49075541736429623,0.26143984262858383,0.24780474000712,0.025,0.6530679997643404,0.9339182431634738,-0.28085024339913345
2027-02-27,2026/27,Coventry,Bournemouth,0.26680842967021445,0.2785972910717241,0.45459427925806134,0.025,0.2691907680537146,0.676850904932348,-0.4076601368786334
2027-02-27,2026/27,Crystal Palace,Sunderland,0.30248631922806457,0.3059278689013921,0.39158581187054325,0.025,0.6681914087020531,0.5315033133148145,0.13668809538723858
2027-02-27,2026/27,Everton,Nott'm Forest,0.44612101776439994,0.26831986619410925,0.28555911604149087,0.025,0.5837357090144661,0.6847902801698104,-0.10105457115534422
2027-02-27,2026/27,Fulham,Leeds,0.39055517418838864,0.29030916254864886,0.3191356632629625,0.025,0.5004370086606525,0.5032106679166529,-0.0027736592560003714
2027-02-27,2026/27,Hull,Man City,0.26746431420334865,0.23975903710281318,0.49277664869383825,0.025,0.0,1.0,-1.0
2027-02-27,2026/27,Ipswich,Brighton,0.3555393288766171,0.25144501801339303,0.39301565310998987,0.025,0.3042436157500667,0.6777263169997666,-0.3734827012496999
2027-02-27,2026/27,Man United,Arsenal,0.3857603452055399,0.2746553292090232,0.3395843255854369,0.025,0.7854689788300634,0.9792194884200927,-0.19375050959002926
2027-02-27,2026/27,Newcastle,Brentford,0.45888553254828884,0.2660371164466114,0.2750773510050997,0.025,0.7560965508449361,0.6225140877503055,0.13358246309463062
2027-02-27,2026/27,Tottenham,Liverpool,0.2062477112894029,0.25730473747962873,0.5364475512309683,0.025,0.7580903593798862,0.8703170526167026,-0.11222669323681633
2027-03-03,2026/27,Brighton,Fulham,0.5889652816915667,0.24988570322523398,0.1611490150831994,0.025,0.6777263169997666,0.5004370086606525,0.17728930833911405
2027-03-03,2026/27,Arsenal,Crystal Palace,0.6722285259960652,0.23069558499416762,0.09707588900976717,0.025,0.9792194884200927,0.6681914087020531,0.3110280797180396
2027-03-03,2026/27,Bournemouth,Tottenham,0.5003291960546357,0.25862304630399074,0.2410477576413735,0.025,0.676850904932348,0.7580903593798862,-0.08123945444753822
2027-03-03,2026/27,Brentford,Ipswich,0.38520618551337754,0.2838428386712309,0.3309509758153916,0.025,0.6225140877503055,0.3042436157500667,0.3182704720002388
2027-03-03,2026/27,Chelsea,Coventry,0.6546219432215504,0.2036967871411651,0.14168126963728445,0.025,0.9339182431634738,0.2691907680537146,0.6647274751097592
2027-03-03,2026/27,Leeds,Hull,0.44878439104953216,0.22436133810211226,0.32685427084835555,0.025,0.5032106679166529,0.0,0.5032106679166529
2027-03-03,2026/27,Man City,Everton,0.6755622850379299,0.21511683382295033,0.10932088113911978,0.025,1.0,0.5837357090144661,0.41626429098553386
2027-03-03,2026/27,Nott'm Forest,Newcastle,0.39960865220099934,0.29301974488697463,0.307371602912026,0.025,0.6847902801698104,0.7560965508449361,-0.07130627067512574
2027-03-03,2026/27,Sunderland,Man United,0.24839888749354358,0.2548335035744931,0.4967676089319634,0.025,0.5315033133148145,0.7854689788300634,-0.2539656655152489
2027-03-03,2026/27,Liverpool,Aston Villa,0.554452720486553,0.24734643968121398,0.19820083983223288,0.025,0.8703170526167026,0.6530679997643404,0.21724905285236218
2027-03-13,2026/27,Chelsea,Arsenal,0.20352027605866843,0.2492107602855469,0.5472689636557847,0.025,0.9339182431634738,0.9792194884200927,-0.04530124525661883
2027-03-13,2026/27,Aston Villa,Hull,0.4564420490091572,0.23675432647125794,0.306803624519585,0.025,0.6530679997643404,0.0,0.6530679997643404
2027-03-13,2026/27,Bournemouth,Newcastle,0.48207845056912246,0.2654198121838712,0.25250173724700636,0.025,0.676850904932348,0.7560965508449361,-0.07924564591258809
2027-03-13,2026/27,Coventry,Man City,0.10778521152054957,0.2225636557734978,0.6696511327059527,0.025,0.2691907680537146,1.0,-0.7308092319462853
2027-03-13,2026/27,Crystal Palace,Fulham,0.3657281416896057,0.296044390637043,0.3382274676733512,0.025,0.6681914087020531,0.5004370086606525,0.16775440004140052
2027-03-13,2026/27,Leeds,Brighton,0.29516952517217204,0.26925933565963617,0.43557113916819173,0.025,0.5032106679166529,0.6777263169997666,-0.17451564908311368
2027-03-13,2026/27,Sunderland,Brentford,0.45982874706498394,0.2713000091929444,0.2688712437420717,0.025,0.5315033133148145,0.6225140877503055,-0.091010774435491
2027-03-13,2026/27,Man United,Everton,0.6047327061481502,0.24418865612066626,0.1510786377311834,0.025,0.7854689788300634,0.5837357090144661,0.20173326981559725
2027-03-13,2026/27,Tottenham,Nott'm Forest,0.36479806205381615,0.2953499343346062,0.33985200361157775,0.025,0.7580903593798862,0.6847902801698104,0.07330007921007586
2027-03-13,2026/27,Liverpool,Ipswich,0.4679445251118695,0.2692267165414328,0.26282875834669767,0.025,0.8703170526167026,0.3042436157500667,0.5660734368666358
2027-03-20,2026/27,Arsenal,Sunderland,0.6659722623526811,0.22721756356047865,0.10681017408684021,0.025,0.9792194884200927,0.5315033133148145,0.44771617510527817
2027-03-20,2026/27,Brentford,Bournemouth,0.4393484161487357,0.27741341450548346,0.2832381693457809,0.025,0.6225140877503055,0.676850904932348,-0.05433681718204253
2027-03-20,2026/27,Brighton,Coventry,0.701073894432315,0.19990796564159058,0.0990181399260944,0.025,0.6777263169997666,0.2691907680537146,0.408535548946052
2027-03-20,2026/27,Everton,Tottenham,0.47197817949023213,0.2718380052540262,0.2561838152557418,0.025,0.5837357090144661,0.7580903593798862,-0.17435465036542008
2027-03-20,2026/27,Fulham,Liverpool,0.23228898449427096,0.26621453523862965,0.5014964802670995,0.025,0.5004370086606525,0.8703170526167026,-0.36988004395605
2027-03-20,2026/27,Hull,Chelsea,0.47730466543413713,0.2541414855721417,0.26855384899372114,0.025,0.0,0.9339182431634738,-0.9339182431634738
2027-03-20,2026/27,Ipswich,Crystal Palace,0.4266155121771387,0.26166230579796496,0.3117221820248963,0.025,0.3042436157500667,0.6681914087020531,-0.36394779295198637
2027-03-20,2026/27,Man City,Man United,0.6038743205014873,0.23900531708559375,0.15712036241291905,0.025,1.0,0.7854689788300634,0.2145310211699366
2027-03-20,2026/27,Newcastle,Leeds,0.4550856160742898,0.2671024328408552,0.2778119510848549,0.025,0.7560965508449361,0.5032106679166529,0.2528858829282832
2027-03-20,2026/27,Nott'm Forest,Aston Villa,0.336633942307406,0.2948252492234161,0.36854080846917786,0.025,0.6847902801698104,0.6530679997643404,0.03172228040546998
2027-04-10,2026/27,Aston Villa,Brighton,0.31106596280247895,0.2575958787333855,0.43133815846413565,0.025,0.6530679997643404,0.6777263169997666,-0.02465831723542622
2027-04-10,2026/27,Bournemouth,Man City,0.1884786999958041,0.2485765758892463,0.5629447241149496,0.025,0.676850904932348,1.0,-0.323149095067652
2027-04-10,2026/27,Chelsea,Fulham,0.49192003344285035,0.27480334244868565,0.23327662410846406,0.025,0.9339182431634738,0.5004370086606525,0.4334812345028213
2027-04-10,2026/27,Coventry,Arsenal,0.11440066957195823,0.21378802536243724,0.6718113050656046,0.025,0.2691907680537146,0.9792194884200927,-0.710028720366378
2027-04-10,2026/27,Crystal Palace,Everton,0.34458798635236854,0.29068339760221434,0.3647286160454171,0.025,0.6681914087020531,0.5837357090144661,0.08445569968758693
2027-04-10,2026/27,Leeds,Nott'm Forest,0.4253269177209754,0.28151625252856727,0.29315682975045726,0.025,0.5032106679166529,0.6847902801698104,-0.18157961225315744
2027-04-10,2026/27,Liverpool,Newcastle,0.5833437555443206,0.24251692564663138,0.17413931880904798,0.025,0.8703170526167026,0.7560965508449361,0.11422050177176646
2027-04-10,2026/27,Man United,Hull,0.5289434291697273,0.23165860043336622,0.23939797039690652,0.025,0.7854689788300634,0.0,0.7854689788300634
2027-04-10,2026/27,Sunderland,Ipswich,0.3461029893422534,0.29645108462268727,0.35744592603505926,0.025,0.5315033133148145,0.3042436157500667,0.2272596975647478
2027-04-10,2026/27,Tottenham,Brentford,0.36969421313216166,0.28630309555310485,0.34400269131473354,0.025,0.7580903593798862,0.6225140877503055,0.13557627162958075
2027-04-17,2026/27,Arsenal,Aston Villa,0.6537117051653473,0.22885188212134214,0.11743641271331065,0.025,0.9792194884200927,0.6530679997643404,0.3261514886557523
2027-04-17,2026/27,Brentford,Leeds,0.48209560670624124,0.26663140445139055,0.2512729888423683,0.025,0.6225140877503055,0.5032106679166529,0.11930341983365256
2027-04-17,2026/27,Brighton,Chelsea,0.5705823622213786,0.2515090855634771,0.17790855221514437,0.025,0.6777263169997666,0.9339182431634738,-0.25619192616370723
2027-04-17,2026/27,Everton,Bournemouth,0.40183661253686714,0.2775207743863878,0.3206426130767452,0.025,0.5837357090144661,0.676850904932348,-0.09311519591788187
2027-04-17,2026/27,Fulham,Sunderland,0.3485619340915657,0.30331958968679684,0.3481184762216375,0.025,0.5004370086606525,0.5315033133148145,-0.031066304654161936
2027-04-17,2026/27,Hull,Coventry,0.6126206570970971,0.20357221520383187,0.183807127699071,0.025,0.0,0.2691907680537146,-0.2691907680537146
2027-04-17,2026/27,Ipswich,Man United,0.3004471787414472,0.24558362077552773,0.453969200483025,0.025,0.3042436157500667,0.7854689788300634,-0.4812253630799967
2027-04-17,2026/27,Man City,Crystal Palace,0.6877456134266734,0.21215504064857588,0.10009934592475081,0.025,1.0,0.6681914087020531,0.33180859129794693
2027-04-17,2026/27,Newcastle,Tottenham,0.4588367807416914,0.2670367129952395,0.27412650626306906,0.025,0.7560965508449361,0.7580903593798862,-0.0019938085349501256
2027-04-17,2026/27,Nott'm Forest,Liverpool,0.2198256694410877,0.26773020816221965,0.5124441223966927,0.025,0.6847902801698104,0.8703170526167026,-0.1855267724468922
2027-04-24,2026/27,Chelsea,Man City,0.18660538637959895,0.2519775100093658,0.5614171036110354,0.025,0.9339182431634738,1.0,-0.06608175683652617
2027-04-24,2026/27,Aston Villa,Coventry,0.6304993912662251,0.20380237237803533,0.16569823635573958,0.025,0.6530679997643404,0.2691907680537146,0.38387723171062577
2027-04-24,2026/27,Bournemouth,Arsenal,0.20608643939346905,0.2513166807162988,0.5425968798902322,0.025,0.676850904932348,0.9792194884200927,-0.30236858348774465
2027-04-24,2026/27,Brentford,Fulham,0.5002674234418347,0.26967004471348605,0.23006253184467917,0.025,0.6225140877503055,0.5004370086606525,0.12207707908965293
2027-04-24,2026/27,Everton,Brighton,0.3399536526212344,0.2824894716693397,0.37755687570942603,0.025,0.5837357090144661,0.6777263169997666,-0.09399060798530046
2027-04-24,2026/27,Leeds,Liverpool,0.23965353152714655,0.2659031607667537,0.49444330770609984,0.025,0.5032106679166529,0.8703170526167026,-0.36710638470004964
2027-04-24,2026/27,Newcastle,Ipswich,0.33929198280087614,0.28678846721713974,0.3739195499819842,0.025,0.7560965508449361,0.3042436157500667,0.4518529350948694
2027-04-24,2026/27,Nott'm Forest,Sunderland,0.3391665167153936,0.3187553873888933,0.34207809589571303,0.025,0.6847902801698104,0.5315033133148145,0.15328696685499588
2027-04-24,2026/27,Tottenham,Hull,0.4123124842050395,0.2265539115156311,0.3611336042793294,0.025,0.7580903593798862,0.0,0.7580903593798862
2027-04-24,2026/27,Man United,Crystal Palace,0.6270294953033524,0.2425132469840216,0.13045725771262612,0.025,0.7854689788300634,0.6681914087020531,0.11727757012801032
2027-05-01,2026/27,Crystal Palace,Aston Villa,0.29568139808917904,0.284320042256286,0.419998559654535,0.025,0.6681914087020531,0.6530679997643404,0.01512340893771269
2027-05-01,2026/27,Arsenal,Tottenham,0.6609475510657696,0.23119352938858345,0.107858919545647,0.025,0.9792194884200927,0.7580903593798862,0.22112912904020643
2027-05-01,2026/27,Brighton,Nott'm Forest,0.5843352142881263,0.25069875035606703,0.16496603535580665,0.025,0.6777263169997666,0.6847902801698104,-0.007063963170043763
2027-05-01,2026/27,Fulham,Everton,0.3918406702857573,0.29562506071328504,0.31253426900095777,0.025,0.5004370086606525,0.5837357090144661,-0.08329870035381359
2027-05-01,2026/27,Coventry,Man United,0.12781989940805918,0.22871982453206435,0.6434602760598764,0.025,0.2691907680537146,0.7854689788300634,-0.5162782107763488
2027-05-01,2026/27,Liverpool,Chelsea,0.5711042400008103,0.2450999049936199,0.1837958550055698,0.025,0.8703170526167026,0.9339182431634738,-0.06360119054677127
2027-05-01,2026/27,Sunderland,Newcastle,0.46244715372614303,0.2669690554298515,0.27058379084400547,0.025,0.5315033133148145,0.7560965508449361,-0.22459323753012161
2027-05-01,2026/27,Man City,Brentford,0.6728466424433728,0.21823810330186494,0.10891525425476221,0.025,1.0,0.6225140877503055,0.3774859122496945
2027-05-01,2026/27,Ipswich,Leeds,0.4144329644385007,0.2465063509277031,0.3390606846337963,0.025,0.3042436157500667,0.5032106679166529,-0.19896705216658622
2027-05-01,2026/27,Hull,Bournemouth,0.4264753899560845,0.26118628318247605,0.3123383268614395,0.025,0.0,0.676850904932348,-0.676850904932348
2027-05-08,2026/27,Bournemouth,Man United,0.24412033542623507,0.2569286695254942,0.4989509950482708,0.025,0.676850904932348,0.7854689788300634,-0.10861807389771538
2027-05-08,2026/27,Brentford,Aston Villa,0.4424011683183348,0.26695718140462327,0.29064165027704203,0.025,0.6225140877503055,0.6530679997643404,-0.0305539120140349
2027-05-08,2026/27,Brighton,Sunderland,0.5628151614380552,0.26020058281565833,0.1769842557462864,0.025,0.6777263169997666,0.5315033133148145,0.1462230036849521
2027-05-08,2026/27,Everton,Hull,0.4407491557450331,0.2288162667563032,0.33043457749866373,0.025,0.5837357090144661,0.0,0.5837357090144661
2027-05-08,2026/27,Fulham,Ipswich,0.32713215501462223,0.2985298083827411,0.3743380366026366,0.025,0.5004370086606525,0.3042436157500667,0.19619339291058585
2027-05-08,2026/27,Leeds,Arsenal,0.1874467259127347,0.24637657304736846,0.5661767010398969,0.025,0.5032106679166529,0.9792194884200927,-0.47600882050343973
2027-05-08,2026/27,Man City,Liverpool,0.6225833636822472,0.23178260019817973,0.1456340361195731,0.025,1.0,0.8703170526167026,0.12968294738329744
2027-05-08,2026/27,Newcastle,Coventry,0.6152260565132296,0.21579100577920707,0.16898293770756329,0.025,0.7560965508449361,0.2691907680537146,0.4869057827912215
2027-05-08,2026/27,Nott'm Forest,Crystal Palace,0.39711761707397847,0.32179513550613487,0.28108724741988667,0.025,0.6847902801698104,0.6681914087020531,0.016598871467757292
2027-05-08,2026/27,Tottenham,Chelsea,0.3790015480729198,0.2814913119127791,0.3395071400143011,0.025,0.7580903593798862,0.9339182431634738,-0.1758278837835876
2027-05-15,2026/27,Arsenal,Nott'm Forest,0.6855728816498051,0.21420841407598623,0.10021870427420868,0.025,0.9792194884200927,0.6847902801698104,0.2944292082502823
2027-05-15,2026/27,Crystal Palace,Brighton,0.2336791282335657,0.27844520402588824,0.48787566774054597,0.025,0.6681914087020531,0.6777263169997666,-0.009534908297713529
2027-05-15,2026/27,Chelsea,Everton,0.45609446653619173,0.26848369011792184,0.2754218433458864,0.025,0.9339182431634738,0.5837357090144661,0.3501825341490077
2027-05-15,2026/27,Coventry,Tottenham,0.3036816773928773,0.2925809976657874,0.4037373249413353,0.025,0.2691907680537146,0.7580903593798862,-0.4888995913261716
2027-05-15,2026/27,Aston Villa,Newcastle,0.47338654035664673,0.25612025859118903,0.27049320105216423,0.025,0.6530679997643404,0.7560965508449361,-0.10302855108059572
2027-05-15,2026/27,Hull,Fulham,0.5155390526943693,0.24688000239832963,0.23758094490730114,0.025,0.0,0.5004370086606525,-0.5004370086606525
2027-05-15,2026/27,Ipswich,Man City,0.26459912003404207,0.2495187452386616,0.48588213472729636,0.025,0.3042436157500667,1.0,-0.6957563842499332
2027-05-15,2026/27,Sunderland,Bournemouth,0.41441094332492007,0.273846924265845,0.31174213240923504,0.025,0.5315033133148145,0.676850904932348,-0.14534759161753352
2027-05-15,2026/27,Man United,Leeds,0.631558365372018,0.23479494957026661,0.13364668505771535,0.025,0.7854689788300634,0.5032106679166529,0.28225831091341047
2027-05-15,2026/27,Liverpool,Brentford,0.5702441008419898,0.2450908632796481,0.1846650358783621,0.025,0.8703170526167026,0.6225140877503055,0.24780296486639708
2027-05-23,2026/27,Fulham,Coventry,0.5872124237308938,0.23432347746347365,0.17846409880563258,0.025,0.5004370086606525,0.2691907680537146,0.23124624060693794
2027-05-23,2026/27,Bournemouth,Chelsea,0.49110923467001055,0.26780521245502287,0.24108555287496658,0.025,0.676850904932348,0.9339182431634738,-0.2570673382311258
2027-05-23,2026/27,Brighton,Liverpool,0.4456975457271341,0.27008871490144837,0.28421373937141764,0.025,0.6777263169997666,0.8703170526167026,-0.19259073561693596
2027-05-23,2026/27,Everton,Arsenal,0.20644590857592,0.2554411567732945,0.5381129346507856,0.025,0.5837357090144661,0.9792194884200927,-0.3954837794056265
2027-05-23,2026/27,Brentford,Hull,0.45670990234406844,0.2305391056516485,0.3127509920042831,0.025,0.6225140877503055,0.0,0.6225140877503055
2027-05-23,2026/27,Leeds,Sunderland,0.4012715222982176,0.29144195922961497,0.30728651847216754,0.025,0.5032106679166529,0.5315033133148145,-0.028292645398161564
2027-05-23,2026/27,Man City,Aston Villa,0.6569373120006026,0.22435452429228606,0.11870816370711139,0.025,1.0,0.6530679997643404,0.3469320002356596
2027-05-23,2026/27,Nott'm Forest,Ipswich,0.28867609135098504,0.3118927078093414,0.39943120083967354,0.025,0.6847902801698104,0.3042436157500667,0.38054666441974366
2027-05-23,2026/27,Tottenham,Man United,0.18116996936845334,0.2552107263210336,0.5636193043105131,0.025,0.7580903593798862,0.7854689788300634,-0.027378619450177166
2027-05-23,2026/27,Newcastle,Crystal Palace,0.45504658080458876,0.2817222382976639,0.26323118089774733,0.025,0.7560965508449361,0.6681914087020531,0.08790514214288303
2027-05-30,2026/27,Liverpool,Bournemouth,0.5273148948992313,0.25646152933295446,0.21622357576781417,0.025,0.8703170526167026,0.676850904932348,0.19346614768435455
2027-05-30,2026/27,Man United,Fulham,0.6213912481350835,0.24060826462700963,0.13800048723790695,0.025,0.7854689788300634,0.5004370086606525,0.28503197016941084
2027-05-30,2026/27,Arsenal,Brighton,0.6007776103511351,0.23971808195141506,0.15950430769744994,0.025,0.9792194884200927,0.6777263169997666,0.30149317142032606
2027-05-30,2026/27,Aston Villa,Tottenham,0.4694642755865591,0.2573989709741133,0.2731367534393276,0.025,0.6530679997643404,0.7580903593798862,-0.10502235961554585
2027-05-30,2026/27,Chelsea,Brentford,0.47050706203596654,0.26561923701616225,0.26387370094787116,0.025,0.9339182431634738,0.6225140877503055,0.31140415541316835
2027-05-30,2026/27,Coventry,Nott'm Forest,0.2978447533889661,0.2851377919449057,0.4170174546661283,0.025,0.2691907680537146,0.6847902801698104,-0.41559951211609575
2027-05-30,2026/27,Crystal Palace,Leeds,0.32780418376018783,0.298821669989901,0.3733741462499112,0.025,0.6681914087020531,0.5032106679166529,0.16498074078540015
2027-05-30,2026/27,Hull,Newcastle,0.48470901336688915,0.24489852361858702,0.27039246301452385,0.025,0.0,0.7560965508449361,-0.7560965508449361
2027-05-30,2026/27,Ipswich,Everton,0.40382646049149185,0.2465775221093503,0.34959601739915785,0.025,0.3042436157500667,0.5837357090144661,-0.27949209326439944
2027-05-30,2026/27,Sunderland,Man City,0.17675844206038135,0.24521292237937306,0.5780286355602456,0.025,0.5315033133148145,1.0,-0.4684966866851855
